EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsBeforeCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRateGroups,HourlyRateGroups,MonthlyIncomeGroups,MonthlyRateGroups,TotalWorkingYearsGroups,YearsAtCompanyGroups,AgeGroups,YearsBeforeCompanyGroups
1732,40,No,Travel_Frequently,720,Research & Development,16,Master,Medical,1,832,1,Male,51,2,Junior,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,9,0,0,0,G - 700 => 800,E - 50 => 60,E - 5000 => 6000,K - 11000 => 12000,D - 6 => 10 Years,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
1733,30,No,Travel_Rarely,946,Research & Development,2,Bachelor,Medical,1,833,3,Female,52,2,Junior,Manufacturing Director,4,Single,6877,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,12,0,0,0,I - 900 => 1000,E - 50 => 60,F - 6000 => 7000,T - 20000 => 21000,E - 11 => 15 Years,A - 0 => 1 Year,C - 26 => 30 Years,B - 2 => 3 Years
1734,45,No,Travel_Rarely,252,Research & Development,2,Bachelor,Life Sciences,1,834,2,Female,95,2,Entry Level,Research Scientist,3,Single,2274,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,0,B - 200 => 300,I - 90 => 100,B - 2000 => 3000,F - 6000 => 7000,A - 0 => 1 Year,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
1735,42,No,Travel_Rarely,933,Research & Development,29,Bachelor,Life Sciences,1,836,2,Male,98,3,Junior,Manufacturing Director,2,Married,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,1,8,7,8,I - 900 => 1000,I - 90 => 100,D - 4000 => 5000,K - 11000 => 12000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
1736,38,No,Travel_Frequently,471,Research & Development,12,Bachelor,Life Sciences,1,837,1,Male,45,2,Junior,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,9,3,1,2,D - 400 => 500,D - 40 => 50,F - 6000 => 7000,D - 4000 => 5000,E - 11 => 15 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
1737,34,No,Travel_Frequently,702,Research & Development,16,Master,Life Sciences,1,838,3,Female,100,2,Entry Level,Research Scientist,4,Single,2553,8306,1,Y,No,16,3,3,80,0,6,3,3,5,1,2,1,3,G - 700 => 800,I - 90 => 100,B - 2000 => 3000,H - 8000 => 9000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
1738,49,Yes,Travel_Rarely,1184,Sales,11,Bachelor,Marketing,1,840,3,Female,43,3,Mid-Level,Sales Executive,4,Married,7654,5860,1,Y,No,18,3,1,80,2,9,3,4,9,0,8,7,7,K - 1100 => 1200,D - 40 => 50,G - 7000 => 8000,E - 5000 => 6000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
1739,55,Yes,Travel_Rarely,436,Sales,2,Below College ,Medical,1,842,3,Male,37,3,Junior,Sales Executive,4,Single,5160,21519,4,Y,No,16,3,3,80,0,12,3,2,9,3,7,7,3,D - 400 => 500,C - 30 => 40,E - 5000 => 6000,U - 21000 => 22000,E - 11 => 15 Years,D - 6 => 10 Years,F - 51 => 60 Years,B - 2 => 3 Years
1740,43,No,Travel_Rarely,589,Research & Development,14,College,Life Sciences,1,843,2,Male,94,3,Senior,Research Director,1,Married,17159,5200,6,Y,No,24,4,3,80,1,22,3,3,4,18,1,1,0,E - 500 => 600,I - 90 => 100,Q - 17000 => 18000,E - 5000 => 6000,G - 21 => 25 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
1741,27,No,Travel_Rarely,269,Research & Development,5,Below College ,Technical Degree,1,844,3,Male,42,2,Mid-Level,Research Director,4,Divorced,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,0,8,0,8,B - 200 => 300,D - 40 => 50,L - 12000 => 13000,H - 8000 => 9000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
1742,35,No,Travel_Rarely,950,Research & Development,7,Bachelor,Other,1,845,3,Male,59,3,Mid-Level,Manufacturing Director,3,Single,10221,18869,3,Y,No,21,4,2,80,0,17,3,4,8,9,5,1,6,I - 900 => 1000,E - 50 => 60,J - 10000 => 11000,R - 18000 => 19000,F - 16 => 20 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1743,28,No,Travel_Rarely,760,Sales,2,Master,Marketing,1,846,2,Female,81,3,Junior,Sales Executive,2,Married,4779,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,0,7,7,5,G - 700 => 800,H - 80 => 90,D - 4000 => 5000,C - 3000 => 4000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
1744,34,No,Travel_Rarely,829,Human Resources,3,College,Human Resources,1,847,3,Male,88,3,Entry Level,Human Resources,4,Married,3737,2243,0,Y,No,19,3,3,80,1,4,1,1,3,1,2,0,2,H - 800 => 900,H - 80 => 90,C - 3000 => 4000,B - 2000 => 3000,C - 4 => 5 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
1745,26,Yes,Travel_Frequently,887,Research & Development,5,College,Medical,1,848,3,Female,88,2,Entry Level,Research Scientist,3,Married,2366,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,0,7,1,7,H - 800 => 900,H - 80 => 90,B - 2000 => 3000,T - 20000 => 21000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
1746,27,No,Non-Travel,443,Research & Development,3,Bachelor,Medical,1,850,4,Male,50,3,Entry Level,Research Scientist,4,Married,1706,16571,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0,0,D - 400 => 500,D - 40 => 50,A - 1000 => 2000,P - 16000 => 17000,A - 0 => 1 Year,A - 0 => 1 Year,C - 26 => 30 Years,B - 2 => 3 Years
1747,51,No,Travel_Rarely,1318,Sales,26,Master,Marketing,1,851,1,Female,66,3,Senior,Manager,3,Married,16307,5594,2,Y,No,14,3,3,80,1,29,2,2,20,9,6,4,17,M - 1300 => 1400,F - 60 => 70,P - 16000 => 17000,E - 5000 => 6000,H - 25 => 30 Years,F - 16 => 20 Years,F - 51 => 60 Years,B - 2 => 3 Years
1748,44,No,Travel_Rarely,625,Research & Development,4,Bachelor,Medical,1,852,4,Male,50,3,Junior,Healthcare Representative,2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,5,2,2,3,F - 600 => 700,D - 40 => 50,E - 5000 => 6000,E - 5000 => 6000,D - 6 => 10 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
1749,25,No,Travel_Rarely,180,Research & Development,2,Below College ,Medical,1,854,1,Male,65,4,Entry Level,Research Scientist,1,Single,3424,21632,7,Y,No,13,3,3,80,0,6,3,2,4,2,3,0,1,A - 100 => 200,F - 60 => 70,C - 3000 => 4000,U - 21000 => 22000,D - 6 => 10 Years,C - 4 => 5 Years,B - 22 => 25 Years,B - 2 => 3 Years
1750,33,No,Travel_Rarely,586,Sales,1,Bachelor,Medical,1,855,1,Male,48,4,Junior,Sales Executive,1,Divorced,4037,21816,1,Y,No,22,4,1,80,1,9,5,3,9,0,8,0,8,E - 500 => 600,D - 40 => 50,D - 4000 => 5000,U - 21000 => 22000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1751,35,No,Travel_Rarely,1343,Research & Development,27,Below College ,Medical,1,856,3,Female,53,2,Entry Level,Research Scientist,1,Single,2559,17852,1,Y,No,11,3,4,80,0,6,3,2,6,0,5,1,1,M - 1300 => 1400,E - 50 => 60,B - 2000 => 3000,Q - 17000 => 18000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1752,36,No,Travel_Rarely,928,Sales,1,College,Life Sciences,1,857,2,Male,56,3,Junior,Sales Executive,4,Married,6201,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,0,14,4,11,I - 900 => 1000,E - 50 => 60,F - 6000 => 7000,B - 2000 => 3000,F - 16 => 20 Years,F - 16 => 20 Years,D - 31 => 40 Years,B - 2 => 3 Years
1753,32,No,Travel_Rarely,117,Sales,13,Master,Life Sciences,1,859,2,Male,73,3,Junior,Sales Executive,4,Divorced,4403,9250,2,Y,No,11,3,3,80,1,8,3,2,5,3,2,0,3,A - 100 => 200,G - 70 => 80,D - 4000 => 5000,I - 9000 => 10000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
1754,30,No,Travel_Frequently,1012,Research & Development,5,Master,Life Sciences,1,861,2,Male,75,2,Entry Level,Research Scientist,4,Divorced,3761,2373,9,Y,No,12,3,2,80,1,10,3,2,5,5,4,0,3,J - 1000 => 1100,G - 70 => 80,C - 3000 => 4000,B - 2000 => 3000,D - 6 => 10 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
1755,53,No,Travel_Rarely,661,Sales,7,College,Marketing,1,862,1,Female,78,2,Mid-Level,Sales Executive,4,Married,10934,20715,7,Y,Yes,18,3,4,80,1,35,3,3,5,30,2,0,4,F - 600 => 700,G - 70 => 80,J - 10000 => 11000,T - 20000 => 21000,I - 31 => 35 Years,C - 4 => 5 Years,F - 51 => 60 Years,B - 2 => 3 Years
1756,45,No,Travel_Rarely,930,Sales,9,Bachelor,Marketing,1,864,4,Male,74,3,Mid-Level,Sales Executive,1,Divorced,10761,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,13,4,0,2,I - 900 => 1000,G - 70 => 80,J - 10000 => 11000,S - 19000 => 20000,F - 16 => 20 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
1757,32,No,Travel_Rarely,638,Research & Development,8,College,Medical,1,865,3,Female,91,4,Junior,Research Scientist,3,Married,5175,22162,5,Y,No,12,3,3,80,1,9,3,2,5,4,3,1,3,F - 600 => 700,I - 90 => 100,E - 5000 => 6000,V - 22000 => 23000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
1758,52,No,Travel_Frequently,890,Research & Development,25,Master,Medical,1,867,3,Female,81,2,Senior,Manufacturing Director,4,Married,13826,19028,3,Y,No,22,4,3,80,0,31,3,3,9,22,8,0,0,H - 800 => 900,H - 80 => 90,M - 13000 => 14000,S - 19000 => 20000,I - 31 => 35 Years,D - 6 => 10 Years,F - 51 => 60 Years,B - 2 => 3 Years
1759,37,No,Travel_Rarely,342,Sales,16,Master,Marketing,1,868,4,Male,66,2,Junior,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,3,4,80,2,9,2,3,1,8,0,0,0,C - 300 => 400,F - 60 => 70,F - 6000 => 7000,X - 24000 => 25000,D - 6 => 10 Years,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
1760,28,No,Travel_Rarely,1169,Human Resources,8,College,Medical,1,869,2,Male,63,2,Entry Level,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,1,0,4,K - 1100 => 1200,F - 60 => 70,D - 4000 => 5000,W - 23000 => 24000,D - 6 => 10 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
1761,22,No,Travel_Rarely,1230,Research & Development,1,College,Life Sciences,1,872,4,Male,33,2,Junior,Manufacturing Director,4,Married,4775,19146,6,Y,No,22,4,1,80,2,4,2,1,2,2,2,2,2,L - 1200 => 1300,C - 30 => 40,D - 4000 => 5000,S - 19000 => 20000,C - 4 => 5 Years,B - 2 => 3 Years,B - 22 => 25 Years,B - 2 => 3 Years
1762,44,No,Travel_Rarely,986,Research & Development,8,Master,Life Sciences,1,874,1,Male,62,4,Entry Level,Laboratory Technician,4,Married,2818,5044,2,Y,Yes,24,4,3,80,1,10,2,2,3,7,2,0,2,I - 900 => 1000,F - 60 => 70,B - 2000 => 3000,E - 5000 => 6000,D - 6 => 10 Years,B - 2 => 3 Years,E - 41 => 50 Years,B - 2 => 3 Years
1763,42,No,Travel_Frequently,1271,Research & Development,2,Below College ,Medical,1,875,2,Male,35,3,Entry Level,Research Scientist,4,Single,2515,9068,5,Y,Yes,14,3,4,80,0,8,2,3,2,6,1,2,2,L - 1200 => 1300,C - 30 => 40,B - 2000 => 3000,I - 9000 => 10000,D - 6 => 10 Years,B - 2 => 3 Years,E - 41 => 50 Years,B - 2 => 3 Years
1764,36,No,Travel_Rarely,1278,Human Resources,8,Bachelor,Life Sciences,1,878,1,Male,77,2,Entry Level,Human Resources,1,Married,2342,8635,0,Y,No,21,4,3,80,0,6,3,3,5,1,4,0,3,L - 1200 => 1300,G - 70 => 80,B - 2000 => 3000,H - 8000 => 9000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
1765,25,No,Travel_Rarely,141,Sales,3,Below College ,Other,1,879,3,Male,98,3,Junior,Sales Executive,1,Married,4194,14363,1,Y,Yes,18,3,4,80,0,5,3,3,5,0,3,0,3,A - 100 => 200,I - 90 => 100,D - 4000 => 5000,N - 14000 => 15000,C - 4 => 5 Years,C - 4 => 5 Years,B - 22 => 25 Years,B - 2 => 3 Years
1766,35,No,Travel_Rarely,607,Research & Development,9,Bachelor,Life Sciences,1,880,4,Female,66,2,Mid-Level,Manufacturing Director,3,Married,10685,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,0,14,5,15,F - 600 => 700,F - 60 => 70,J - 10000 => 11000,W - 23000 => 24000,F - 16 => 20 Years,F - 16 => 20 Years,D - 31 => 40 Years,B - 2 => 3 Years
1767,35,Yes,Travel_Frequently,130,Research & Development,25,Master,Life Sciences,1,881,4,Female,96,3,Entry Level,Research Scientist,2,Divorced,2022,16612,1,Y,Yes,19,3,1,80,1,10,3,2,10,0,2,7,8,A - 100 => 200,I - 90 => 100,B - 2000 => 3000,P - 16000 => 17000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1768,32,No,Non-Travel,300,Research & Development,1,Bachelor,Life Sciences,1,882,4,Male,61,3,Entry Level,Laboratory Technician,4,Divorced,2314,9148,0,Y,No,12,3,2,80,1,4,2,3,3,1,0,0,2,B - 200 => 300,F - 60 => 70,B - 2000 => 3000,I - 9000 => 10000,C - 4 => 5 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
1769,25,No,Travel_Rarely,583,Sales,4,Below College ,Marketing,1,885,3,Male,87,2,Junior,Sales Executive,1,Married,4256,18154,1,Y,No,12,3,1,80,0,5,1,4,5,0,2,0,3,E - 500 => 600,H - 80 => 90,D - 4000 => 5000,R - 18000 => 19000,C - 4 => 5 Years,C - 4 => 5 Years,B - 22 => 25 Years,B - 2 => 3 Years
1770,49,No,Travel_Rarely,1418,Research & Development,1,Bachelor,Technical Degree,1,887,3,Female,36,3,Entry Level,Research Scientist,1,Married,3580,10554,2,Y,No,16,3,2,80,1,7,2,3,4,3,2,0,2,N - 1400 => 1500,C - 30 => 40,C - 3000 => 4000,J - 10000 => 11000,D - 6 => 10 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
1771,24,No,Non-Travel,1269,Research & Development,4,Below College ,Life Sciences,1,888,1,Male,46,2,Entry Level,Laboratory Technician,4,Married,3162,10778,0,Y,No,17,3,4,80,0,6,2,2,5,1,2,3,4,L - 1200 => 1300,D - 40 => 50,C - 3000 => 4000,J - 10000 => 11000,D - 6 => 10 Years,C - 4 => 5 Years,B - 22 => 25 Years,B - 2 => 3 Years
1772,32,No,Travel_Frequently,379,Sales,5,College,Life Sciences,1,889,2,Male,48,3,Junior,Sales Executive,2,Married,6524,8891,1,Y,No,14,3,4,80,1,10,3,3,10,0,8,5,3,C - 300 => 400,D - 40 => 50,F - 6000 => 7000,H - 8000 => 9000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1773,38,No,Travel_Rarely,395,Sales,9,Bachelor,Marketing,1,893,2,Male,98,2,Entry Level,Sales Representative,2,Married,2899,12102,0,Y,No,19,3,4,80,1,3,3,3,2,1,2,1,2,C - 300 => 400,I - 90 => 100,B - 2000 => 3000,L - 12000 => 13000,B - 2 => 3 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
1774,42,No,Travel_Rarely,1265,Research & Development,3,Bachelor,Life Sciences,1,894,3,Female,95,4,Junior,Laboratory Technician,4,Married,5231,23726,2,Y,Yes,13,3,2,80,1,17,1,2,5,12,3,1,3,L - 1200 => 1300,I - 90 => 100,E - 5000 => 6000,W - 23000 => 24000,F - 16 => 20 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
1775,31,No,Travel_Rarely,1222,Research & Development,11,Master,Life Sciences,1,895,4,Male,48,3,Entry Level,Research Scientist,4,Married,2356,14871,3,Y,Yes,19,3,2,80,1,8,2,3,6,2,4,0,2,L - 1200 => 1300,D - 40 => 50,B - 2000 => 3000,N - 14000 => 15000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1776,29,Yes,Travel_Rarely,341,Sales,1,Bachelor,Medical,1,896,2,Female,48,2,Entry Level,Sales Representative,3,Divorced,2800,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,2,0,2,C - 300 => 400,D - 40 => 50,B - 2000 => 3000,W - 23000 => 24000,C - 4 => 5 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
1777,53,No,Travel_Rarely,868,Sales,8,Bachelor,Marketing,1,897,1,Male,73,3,Senior,Sales Executive,4,Married,11836,22789,5,Y,No,14,3,3,80,1,28,3,3,2,26,0,2,2,H - 800 => 900,G - 70 => 80,K - 11000 => 12000,V - 22000 => 23000,H - 25 => 30 Years,B - 2 => 3 Years,F - 51 => 60 Years,B - 2 => 3 Years
1778,35,No,Travel_Rarely,672,Research & Development,25,Bachelor,Technical Degree,1,899,4,Male,78,2,Mid-Level,Manufacturing Director,2,Married,10903,9129,3,Y,No,16,3,1,80,0,16,2,3,13,3,10,4,8,F - 600 => 700,G - 70 => 80,J - 10000 => 11000,I - 9000 => 10000,F - 16 => 20 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
1779,37,No,Travel_Frequently,1231,Sales,21,College,Medical,1,900,3,Female,54,3,Entry Level,Sales Representative,4,Married,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,5,4,0,0,L - 1200 => 1300,E - 50 => 60,B - 2000 => 3000,U - 21000 => 22000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
1780,53,No,Travel_Rarely,102,Research & Development,23,Master,Life Sciences,1,901,4,Female,72,3,Senior,Research Director,4,Single,14275,20206,6,Y,No,18,3,3,80,0,33,0,3,12,21,9,3,8,A - 100 => 200,G - 70 => 80,N - 14000 => 15000,T - 20000 => 21000,I - 31 => 35 Years,E - 11 => 15 Years,F - 51 => 60 Years,B - 2 => 3 Years
1781,43,No,Travel_Frequently,422,Research & Development,1,Bachelor,Life Sciences,1,902,4,Female,33,3,Junior,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,7,2,2,2,D - 400 => 500,C - 30 => 40,E - 5000 => 6000,U - 21000 => 22000,E - 11 => 15 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
1782,47,No,Travel_Rarely,249,Sales,2,College,Marketing,1,903,3,Female,35,3,Junior,Sales Executive,4,Married,4537,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,1,6,7,7,B - 200 => 300,C - 30 => 40,D - 4000 => 5000,Q - 17000 => 18000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
1783,37,No,Non-Travel,1252,Sales,19,College,Medical,1,904,1,Male,32,3,Mid-Level,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,0,9,L - 1200 => 1300,C - 30 => 40,G - 7000 => 8000,D - 4000 => 5000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1784,50,No,Non-Travel,881,Research & Development,2,Master,Life Sciences,1,905,1,Male,98,3,Senior,Manager,1,Divorced,17924,4544,1,Y,No,11,3,4,80,1,31,3,3,31,0,6,14,7,H - 800 => 900,I - 90 => 100,Q - 17000 => 18000,D - 4000 => 5000,I - 31 => 35 Years,I - 31 => 35 Years,E - 41 => 50 Years,B - 2 => 3 Years
1785,39,No,Travel_Rarely,1383,Human Resources,2,Bachelor,Life Sciences,1,909,4,Female,42,2,Junior,Human Resources,4,Married,5204,7790,8,Y,No,11,3,3,80,2,13,2,3,5,8,4,0,4,M - 1300 => 1400,D - 40 => 50,E - 5000 => 6000,G - 7000 => 8000,E - 11 => 15 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
1786,33,No,Travel_Rarely,1075,Human Resources,3,College,Human Resources,1,910,4,Male,57,3,Entry Level,Human Resources,2,Divorced,2277,22650,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,3,0,3,J - 1000 => 1100,E - 50 => 60,B - 2000 => 3000,V - 22000 => 23000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
1787,32,Yes,Travel_Rarely,374,Research & Development,25,Master,Life Sciences,1,911,1,Male,87,3,Entry Level,Laboratory Technician,4,Single,2795,18016,1,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,0,1,C - 300 => 400,H - 80 => 90,B - 2000 => 3000,R - 18000 => 19000,A - 0 => 1 Year,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
1788,29,No,Travel_Rarely,1086,Research & Development,7,Below College ,Medical,1,912,1,Female,62,2,Entry Level,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,4,3,0,3,J - 1000 => 1100,F - 60 => 70,B - 2000 => 3000,F - 6000 => 7000,D - 6 => 10 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
1789,44,No,Travel_Rarely,661,Research & Development,9,College,Life Sciences,1,913,2,Male,61,3,Entry Level,Research Scientist,1,Married,2559,7508,1,Y,Yes,13,3,4,80,0,8,0,3,8,0,7,7,1,F - 600 => 700,F - 60 => 70,B - 2000 => 3000,G - 7000 => 8000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
1790,28,No,Travel_Rarely,821,Sales,5,Master,Medical,1,916,1,Male,98,3,Junior,Sales Executive,4,Single,4908,24252,1,Y,No,14,3,2,80,0,4,3,3,4,0,2,0,2,H - 800 => 900,I - 90 => 100,D - 4000 => 5000,X - 24000 => 25000,C - 4 => 5 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
1791,58,Yes,Travel_Frequently,781,Research & Development,2,Below College ,Life Sciences,1,918,4,Male,57,2,Entry Level,Laboratory Technician,4,Divorced,2380,13384,9,Y,Yes,14,3,4,80,1,3,3,2,1,2,0,0,0,G - 700 => 800,E - 50 => 60,B - 2000 => 3000,M - 13000 => 14000,B - 2 => 3 Years,A - 0 => 1 Year,F - 51 => 60 Years,B - 2 => 3 Years
1792,43,No,Travel_Rarely,177,Research & Development,8,Bachelor,Life Sciences,1,920,1,Female,55,3,Junior,Manufacturing Director,2,Divorced,4765,23814,4,Y,No,21,4,3,80,1,4,2,4,1,3,0,0,0,A - 100 => 200,E - 50 => 60,D - 4000 => 5000,W - 23000 => 24000,C - 4 => 5 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
1793,20,Yes,Travel_Rarely,500,Sales,2,Bachelor,Medical,1,922,3,Female,49,2,Entry Level,Sales Representative,3,Single,2044,22052,1,Y,No,13,3,4,80,0,2,3,2,2,0,2,0,2,D - 400 => 500,D - 40 => 50,B - 2000 => 3000,V - 22000 => 23000,B - 2 => 3 Years,B - 2 => 3 Years,A - 18 => 21 Years,B - 2 => 3 Years
1794,21,Yes,Travel_Rarely,1427,Research & Development,18,Below College ,Other,1,923,4,Female,65,3,Entry Level,Research Scientist,4,Single,2693,8870,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0,0,N - 1400 => 1500,F - 60 => 70,B - 2000 => 3000,H - 8000 => 9000,A - 0 => 1 Year,A - 0 => 1 Year,A - 18 => 21 Years,B - 2 => 3 Years
1795,36,No,Travel_Rarely,1425,Research & Development,14,Below College ,Life Sciences,1,924,3,Male,68,3,Junior,Healthcare Representative,4,Married,6586,4821,0,Y,Yes,17,3,1,80,1,17,2,2,16,1,8,4,11,N - 1400 => 1500,F - 60 => 70,F - 6000 => 7000,D - 4000 => 5000,F - 16 => 20 Years,F - 16 => 20 Years,D - 31 => 40 Years,B - 2 => 3 Years
1796,47,No,Travel_Rarely,1454,Sales,2,Master,Life Sciences,1,925,4,Female,65,2,Entry Level,Sales Representative,4,Single,3294,13137,1,Y,Yes,18,3,1,80,0,3,3,2,3,0,2,1,2,N - 1400 => 1500,F - 60 => 70,C - 3000 => 4000,M - 13000 => 14000,B - 2 => 3 Years,B - 2 => 3 Years,E - 41 => 50 Years,B - 2 => 3 Years
1797,22,Yes,Travel_Rarely,617,Research & Development,3,Below College ,Life Sciences,1,926,2,Female,34,3,Junior,Manufacturing Director,3,Married,4171,10022,0,Y,Yes,19,3,1,80,1,4,3,4,3,1,2,0,2,F - 600 => 700,C - 30 => 40,D - 4000 => 5000,J - 10000 => 11000,C - 4 => 5 Years,B - 2 => 3 Years,B - 22 => 25 Years,B - 2 => 3 Years
1798,41,Yes,Travel_Rarely,1085,Research & Development,2,Master,Life Sciences,1,927,2,Female,57,1,Entry Level,Laboratory Technician,4,Divorced,2778,17725,4,Y,Yes,13,3,3,80,1,10,1,2,7,3,7,1,0,J - 1000 => 1100,E - 50 => 60,B - 2000 => 3000,Q - 17000 => 18000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
1799,28,No,Travel_Rarely,995,Research & Development,9,Bachelor,Medical,1,930,3,Female,77,3,Entry Level,Research Scientist,3,Divorced,2377,9834,5,Y,No,18,3,2,80,1,6,2,3,2,4,2,2,2,I - 900 => 1000,G - 70 => 80,B - 2000 => 3000,I - 9000 => 10000,D - 6 => 10 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
1800,39,Yes,Travel_Rarely,1122,Research & Development,6,Bachelor,Medical,1,932,4,Male,70,3,Entry Level,Laboratory Technician,1,Married,2404,4303,7,Y,Yes,21,4,4,80,0,8,2,1,2,6,2,2,2,K - 1100 => 1200,F - 60 => 70,B - 2000 => 3000,D - 4000 => 5000,D - 6 => 10 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
